"event","top_inning","batter_name","date","category"
"Home Run","N","Jesus Guzman","2012-06-01","Home Run"
"Home Run","N","Hideki Matsui","2012-06-01","Home Run"
"Home Run","Y","David Ortiz","2012-06-01","Home Run"
"Home Run","N","Yunel Escobar","2012-06-01","Home Run"
"Home Run","N","David Cooper","2012-06-01","Home Run"
"Home Run","Y","Alfonso Soriano","2012-06-01","Home Run"
"Home Run","Y","Jay Bruce","2012-06-01","Home Run"
"Home Run","N","Wilin Rosario","2012-06-01","Home Run"
"Home Run","N","Christopher Nelson","2012-06-01","Home Run"
"Home Run","N","Christopher Nelson","2012-06-01","Home Run"
"Home Run","N","Chris Nelson","2012-06-01","Home Run"
"Home Run","N","Chris Nelson","2012-06-01","Home Run"
"Home Run","N","Michael Cuddyer","2012-06-01","Home Run"
"Home Run","N","Michael Cuddyer","2012-06-01","Home Run"
"Home Run","N","Hunter Pence","2012-06-01","Home Run"
"Home Run","Y","Logan Morrison","2012-06-01","Home Run"
"Home Run","Y","Justin Ruggiano","2012-06-01","Home Run"
"Home Run","N","Lonnie Chisenhall","2012-06-01","Home Run"
"Home Run","N","Jason Kipnis","2012-06-01","Home Run"
"Home Run","Y","Curtis Granderson","2012-06-01","Home Run"
"Home Run","N","Ramon Santiago","2012-06-01","Home Run"
"Home Run","N","Ramon Santiago","2012-06-01","Home Run"
"Home Run","Y","Alex Rodriguez","2012-06-01","Home Run"
"Home Run","N","Nyjer Morgan","2012-06-01","Home Run"
"Home Run","N","Corey Hart","2012-06-01","Home Run"
"Home Run","N","Gordon Beckham","2012-06-01","Home Run"
"Home Run","N","Gordon Beckham","2012-06-01","Home Run"
"Home Run","N","Adam Dunn","2012-06-01","Home Run"
"Home Run","Y","Kyle Seager","2012-06-01","Home Run"
"Home Run","N","Lucas Duda","2012-06-01","Home Run"
"Home Run","Y","Paul Goldschmidt","2012-06-02","Home Run"
"Home Run","N","Jesus Flores","2012-06-02","Home Run"
"Home Run","Y","Endy Chavez","2012-06-02","Home Run"
"Home Run","N","Jeff Mathis","2012-06-02","Home Run"
"Home Run","N","Jose Bautista","2012-06-02","Home Run"
"Home Run","Y","Nick Punto","2012-06-02","Home Run"
"Home Run","Y","David DeJesus","2012-06-02","Home Run"
"Home Run","Y","Joey Votto","2012-06-02","Home Run"
"Home Run","N","Jed Lowrie","2012-06-02","Home Run"
"Home Run","Y","Todd Frazier","2012-06-02","Home Run"
"Home Run","Y","Drew Stubbs","2012-06-02","Home Run"
"Home Run","Y","Ryan Ludwick","2012-06-02","Home Run"
"Home Run","Y","Bobby Abreu","2012-06-02","Home Run"
"Home Run","N","Hunter Pence","2012-06-02","Home Run"
"Home Run","Y","Hanley Ramirez","2012-06-02","Home Run"
"Home Run","Y","Hanley Ramirez","2012-06-02","Home Run"
"Home Run","Y","Trevor Plouffe","2012-06-02","Home Run"
"Home Run","Y","Joe Mauer","2012-06-02","Home Run"
"Home Run","N","Miguel Cabrera","2012-06-02","Home Run"
"Home Run","N","Miguel Cabrera","2012-06-02","Home Run"
"Home Run","Y","Garrett Jones","2012-06-02","Home Run"
"Home Run","N","Brooks Conrad","2012-06-02","Home Run"
"Home Run","Y","Ichiro Suzuki","2012-06-02","Home Run"
"Home Run","Y","Justin Smoak","2012-06-02","Home Run"
"Home Run","N","A.J. Pierzynski","2012-06-02","Home Run"
"Home Run","Y","Ichiro Suzuki","2012-06-02","Home Run"
"Home Run","Y","Michael Saunders","2012-06-02","Home Run"
"Home Run","N","Alex Rios","2012-06-02","Home Run"
"Home Run","N","Gordon Beckham","2012-06-02","Home Run"
"Home Run","N","Dayan Viciedo","2012-06-02","Home Run"
"Home Run","N","David Wright","2012-06-02","Home Run"
"Home Run","Y","Paul Goldschmidt","2012-06-03","Home Run"
"Home Run","Y","Paul Goldschmidt","2012-06-03","Home Run"
"Home Run","Y","Miguel Montero","2012-06-03","Home Run"
"Home Run","Y","Miguel Montero","2012-06-03","Home Run"
"Home Run","Y","Gerardo Parra","2012-06-03","Home Run"
"Home Run","Y","Gerardo Parra","2012-06-03","Home Run"
"Home Run","N","Stephen Lombardozzi","2012-06-03","Home Run"
"Home Run","N","Steve Lombardozzi","2012-06-03","Home Run"
"Home Run","N","Bryce Harper","2012-06-03","Home Run"
"Home Run","Y","Matt Wieters","2012-06-03","Home Run"
"Home Run","Y","Mark Reynolds","2012-06-03","Home Run"
"Home Run","N","Jose Bautista","2012-06-03","Home Run"
"Home Run","Y","Kelly Shoppach","2012-06-03","Home Run"
"Home Run","Y","Zack Cozart","2012-06-03","Home Run"
"Home Run","Y","Zachary Cozart","2012-06-03","Home Run"
"Home Run","Y","Zach Cozart","2012-06-03","Home Run"
"Home Run","N","Justin Maxwell","2012-06-03","Home Run"
"Home Run","Y","A.J. Ellis","2012-06-03","Home Run"
"Home Run","Y","Carlos Zambrano","2012-06-03","Home Run"
"Home Run","Y","Hanley Ramirez","2012-06-03","Home Run"
"Home Run","Y","Derek Jeter","2012-06-03","Home Run"
"Home Run","Y","Alex Rodriguez","2012-06-03","Home Run"
"Home Run","N","Prince Fielder","2012-06-03","Home Run"
"Home Run","N","Eric Hosmer","2012-06-03","Home Run"
"Home Run","N","Eric Hosmer","2012-06-03","Home Run"
"Home Run","Y","Andrew McCutchen","2012-06-03","Home Run"
"Home Run","Y","Andrew McCutchen","2012-06-03","Home Run"
"Home Run","Y","Garrett Jones","2012-06-03","Home Run"
"Home Run","Y","Garrett Jones","2012-06-03","Home Run"
"Home Run","Y","Rod Barajas","2012-06-03","Home Run"
"Home Run","N","Nyjer Morgan","2012-06-03","Home Run"
"Home Run","N","Martin Maldonado","2012-06-03","Home Run"
"Home Run","Y","Clint Barmes","2012-06-03","Home Run"
"Home Run","N","Brooks Conrad","2012-06-03","Home Run"
"Home Run","Y","Miguel Olivo","2012-06-03","Home Run"
"Home Run","N","Kirk Nieuwenhuis","2012-06-03","Home Run"
"Home Run","N","John Hester","2012-06-03","Home Run"
"Home Run","Y","Nelson Cruz","2012-06-03","Home Run"
"Home Run","Y","Wilin Rosario","2012-06-04","Home Run"
"Home Run","N","Placido Polanco","2012-06-04","Home Run"
"Home Run","Y","Josh Willingham","2012-06-04","Home Run"
"Home Run","Y","Josh Willingham","2012-06-04","Home Run"
"Home Run","N","Mike Moustakas","2012-06-04","Home Run"
"Home Run","N","Mike Moustakas","2012-06-04","Home Run"
"Home Run","N","Mike Moustakas","2012-06-04","Home Run"
"Home Run","Y","Justin Morneau","2012-06-04","Home Run"
"Home Run","Y","Justin Morneau","2012-06-04","Home Run"
"Home Run","Y","Trevor Plouffe","2012-06-04","Home Run"
"Home Run","Y","Trevor Plouffe","2012-06-04","Home Run"
"Home Run","Y","Kyle Seager","2012-06-04","Home Run"
"Home Run","N","Kendry Morales","2012-06-04","Home Run"
"Home Run","N","Kendrys Morales","2012-06-04","Home Run"
"Home Run","N","Kendry Morales","2012-06-04","Home Run"
"Home Run","N","Kendrys Morales","2012-06-04","Home Run"
"Home Run","N","Lucas Duda","2012-06-04","Home Run"
"Home Run","N","Scott Hairston","2012-06-04","Home Run"
"Home Run","Y","Allen Craig","2012-06-04","Home Run"
"Home Run","N","Brandon Inge","2012-06-04","Home Run"
"Home Run","N","Kila Ka'aihue","2012-06-04","Home Run"
"Home Run","Y","Mike Napoli","2012-06-04","Home Run"
"Home Run","Y","Dan Uggla","2012-06-05","Home Run"
"Home Run","Y","Dan Uggla","2012-06-05","Home Run"
"Home Run","N","Jarrod Saltalamacchi","2012-06-05","Home Run"
"Home Run","Y","Alfonso Soriano","2012-06-05","Home Run"
"Home Run","Y","Bryan LaHair","2012-06-05","Home Run"
"Home Run","Y","Jeff Baker","2012-06-05","Home Run"
"Home Run","N","Aaron Hill","2012-06-05","Home Run"
"Home Run","N","Jason Kubel","2012-06-05","Home Run"
"Home Run","N","Gerardo Parra","2012-06-05","Home Run"
"Home Run","Y","Jordany Valdespin","2012-06-05","Home Run"
"Home Run","Y","David Wright","2012-06-05","Home Run"
"Home Run","Y","Scott Hairston","2012-06-05","Home Run"
"Home Run","Y","Neil Walker","2012-06-05","Home Run"
"Home Run","Y","Casey McGehee","2012-06-05","Home Run"
"Home Run","Y","Casey McGehee","2012-06-05","Home Run"
"Home Run","Y","Alex Presley","2012-06-05","Home Run"
"Home Run","Y","Alex Presley","2012-06-05","Home Run"
"Home Run","N","Mark Trumbo","2012-06-05","Home Run"
"Home Run","N","Torii Hunter","2012-06-05","Home Run"
"Home Run","Y","Michael Saunders","2012-06-05","Home Run"
"Home Run","N","Mark Trumbo","2012-06-05","Home Run"
"Home Run","N","Carlos Quentin","2012-06-05","Home Run"
"Home Run","N","Carlos Quentin","2012-06-05","Home Run"
"Home Run","N","Logan Forsythe","2012-06-05","Home Run"
"Home Run","N","Justin Maxwell","2012-06-05","Home Run"
"Home Run","Y","Matthew Adams","2012-06-05","Home Run"
"Home Run","Y","Matt Adams","2012-06-05","Home Run"
"Home Run","N","Brian Bogusevic","2012-06-05","Home Run"
"Home Run","Y","Rafael Furcal","2012-06-05","Home Run"
"Home Run","N","Russell Martin","2012-06-05","Home Run"
"Home Run","N","Collin Cowgill","2012-06-05","Home Run"
"Home Run","N","Yoenis Cespedes","2012-06-05","Home Run"
"Home Run","Y","Colby Rasmus","2012-06-05","Home Run"
"Home Run","Y","David Cooper","2012-06-05","Home Run"
"Home Run","N","A.J. Pierzynski","2012-06-05","Home Run"
"Home Run","N","Adam Dunn","2012-06-05","Home Run"
"Home Run","N","Taylor Green","2012-06-06","Home Run"
"Home Run","Y","Michael Brantley","2012-06-06","Home Run"
"Home Run","N","Don Kelly","2012-06-06","Home Run"
"Home Run","Y","Casey Kotchman","2012-06-06","Home Run"
"Home Run","N","Miguel Cabrera","2012-06-06","Home Run"
"Home Run","N","Paul Goldschmidt","2012-06-06","Home Run"
"Home Run","N","Paul Goldschmidt","2012-06-06","Home Run"
"Home Run","N","Shane Victorino","2012-06-06","Home Run"
"Home Run","N","Ty Wigginton","2012-06-06","Home Run"
"Home Run","N","Jimmy Rollins","2012-06-06","Home Run"
"Home Run","N","Yuniesky Betancourt","2012-06-06","Home Run"
"Home Run","N","Adam LaRoche","2012-06-06","Home Run"
"Home Run","N","Brandon Phillips","2012-06-06","Home Run"
"Home Run","Y","Andrew McCutchen","2012-06-06","Home Run"
"Home Run","Y","Andrew McCutchen","2012-06-06","Home Run"
"Home Run","N","Kendry Morales","2012-06-06","Home Run"
"Home Run","N","Kendrys Morales","2012-06-06","Home Run"
"Home Run","Y","Ichiro Suzuki","2012-06-06","Home Run"
"Home Run","Y","Gregor Blanco","2012-06-06","Home Run"
"Home Run","N","Cameron Maybin","2012-06-06","Home Run"
"Home Run","Y","Daniel Descalso","2012-06-06","Home Run"
"Home Run","Y","Allen Craig","2012-06-06","Home Run"
"Home Run","N","Mark Teixeira","2012-06-06","Home Run"
"Home Run","N","Robinson Cano","2012-06-06","Home Run"
"Home Run","Y","Jose Bautista","2012-06-06","Home Run"
"Home Run","Y","Rajai Davis","2012-06-06","Home Run"
"Home Run","N","Jose Reyes","2012-06-07","Home Run"
"Home Run","Y","Martin Prado","2012-06-07","Home Run"
"Home Run","Y","Jason Heyward","2012-06-07","Home Run"
"Home Run","N","Michael Stanton","2012-06-07","Home Run"
"Home Run","N","Mike Stanton","2012-06-07","Home Run"
"Home Run","N","Giancarlo Stanton","2012-06-07","Home Run"
"Home Run","Y","Jason Heyward","2012-06-07","Home Run"
"Home Run","Y","Jason Heyward","2012-06-07","Home Run"
"Home Run","Y","Michael Bourn","2012-06-07","Home Run"
"Home Run","Y","Michael Bourn","2012-06-07","Home Run"
"Home Run","N","Norichika Aoki","2012-06-07","Home Run"
"Home Run","Y","Bryan LaHair","2012-06-07","Home Run"
"Home Run","N","Norichika Aoki","2012-06-07","Home Run"
"Home Run","N","Miguel Cabrera","2012-06-07","Home Run"
"Home Run","Y","Lucas Duda","2012-06-07","Home Run"
"Home Run","N","Ryan Zimmerman","2012-06-07","Home Run"
"Home Run","N","Jay Bruce","2012-06-07","Home Run"
"Home Run","N","Ryan Ludwick","2012-06-07","Home Run"
"Home Run","N","Ryan Ludwick","2012-06-07","Home Run"
"Home Run","Y","Buster Posey","2012-06-07","Home Run"
"Home Run","Y","Angel Pagan","2012-06-07","Home Run"
"Home Run","Y","Gregor Blanco","2012-06-07","Home Run"
"Home Run","Y","Gregor Blanco","2012-06-07","Home Run"
"Home Run","N","Jed Lowrie","2012-06-07","Home Run"
"Home Run","Y","Carlos Beltran","2012-06-07","Home Run"
"Home Run","Y","Shane Robinson","2012-06-07","Home Run"
"Home Run","Y","David Freese","2012-06-07","Home Run"
"Home Run","Y","David Freese","2012-06-07","Home Run"
"Home Run","N","Russell Martin","2012-06-07","Home Run"
"Home Run","N","Coco Crisp","2012-06-07","Home Run"
"Home Run","N","Brandon Moss","2012-06-07","Home Run"
"Home Run","N","Alex Rios","2012-06-07","Home Run"
"Home Run","Y","Torii Hunter","2012-06-08","Home Run"
"Home Run","Y","Torii Hunter","2012-06-08","Home Run"
"Home Run","Y","Alfonso Soriano","2012-06-08","Home Run"
"Home Run","N","Trevor Plouffe","2012-06-08","Home Run"
"Home Run","Y","Starlin Castro","2012-06-08","Home Run"
"Home Run","N","Ryan Doumit","2012-06-08","Home Run"
"Home Run","Y","Alfonso Soriano","2012-06-08","Home Run"
"Home Run","Y","Johnny Damon","2012-06-08","Home Run"
"Home Run","N","Joey Votto","2012-06-08","Home Run"
"Home Run","Y","Brennan Boesch","2012-06-08","Home Run"
"Home Run","Y","Delmon Young","2012-06-08","Home Run"
"Home Run","Y","Brett Wallace","2012-06-08","Home Run"
"Home Run","Y","Jed Lowrie","2012-06-08","Home Run"
"Home Run","Y","Brian Bogusevic","2012-06-08","Home Run"
"Home Run","N","Robinson Cano","2012-06-08","Home Run"
"Home Run","N","Robinson Cano","2012-06-08","Home Run"
"Home Run","N","Nick Swisher","2012-06-08","Home Run"
"Home Run","N","Andruw Jones","2012-06-08","Home Run"
"Home Run","N","Jason Kubel","2012-06-08","Home Run"
"Home Run","N","Jason Kubel","2012-06-08","Home Run"
"Home Run","N","Paul Goldschmidt","2012-06-08","Home Run"
"Home Run","N","Paul Goldschmidt","2012-06-08","Home Run"
"Home Run","Y","Seth Smith","2012-06-08","Home Run"
"Home Run","N","Ryan Roberts","2012-06-08","Home Run"
"Home Run","Y","Mike Fontenot","2012-06-08","Home Run"
"Home Run","Y","Shane Victorino","2012-06-08","Home Run"
"Home Run","N","Chris Davis","2012-06-08","Home Run"
"Home Run","N","J.J. Hardy","2012-06-08","Home Run"
"Home Run","N","Corey Hart","2012-06-08","Home Run"
"Home Run","Y","Everth Cabrera","2012-06-08","Home Run"
"Home Run","N","Martin Maldonado","2012-06-08","Home Run"
"Home Run","N","Corey Hart","2012-06-08","Home Run"
"Home Run","Y","Cameron Maybin","2012-06-08","Home Run"
"Home Run","N","Taylor Green","2012-06-08","Home Run"
"Home Run","Y","Matthew Joyce","2012-06-08","Home Run"
"Home Run","Y","Matt Joyce","2012-06-08","Home Run"
"Home Run","Y","Ian Kinsler","2012-06-08","Home Run"
"Home Run","Y","Josh Hamilton","2012-06-08","Home Run"
"Home Run","Y","Jose Bautista","2012-06-08","Home Run"
"Home Run","Y","Bryce Harper","2012-06-08","Home Run"
"Home Run","N","Adrian Gonzalez","2012-06-08","Home Run"
"Home Run","N","Marco Scutaro","2012-06-09","Home Run"
"Home Run","N","Tyler Colvin","2012-06-09","Home Run"
"Home Run","N","Carlos Gonzalez","2012-06-09","Home Run"
"Home Run","Y","Albert Pujols","2012-06-09","Home Run"
"Home Run","N","Christopher Nelson","2012-06-09","Home Run"
"Home Run","N","Chris Nelson","2012-06-09","Home Run"
"Home Run","N","Tyler Colvin","2012-06-09","Home Run"
"Home Run","N","Trevor Plouffe","2012-06-09","Home Run"
"Home Run","Y","Alfonso Soriano","2012-06-09","Home Run"
"Home Run","N","Carlos Beltran","2012-06-09","Home Run"
"Home Run","Y","Ramon Santiago","2012-06-09","Home Run"
"Home Run","Y","Prince Fielder","2012-06-09","Home Run"
"Home Run","N","Adam Dunn","2012-06-09","Home Run"
"Home Run","Y","Jed Lowrie","2012-06-09","Home Run"
"Home Run","Y","Jed Lowrie","2012-06-09","Home Run"
"Home Run","Y","Yuniesky Betancourt","2012-06-09","Home Run"
"Home Run","Y","Jerry Hairston","2012-06-09","Home Run"
"Home Run","Y","Jerry HairstonJr.","2012-06-09","Home Run"
"Home Run","N","Miguel Olivo","2012-06-09","Home Run"
"Home Run","Y","Omar Quintanilla","2012-06-09","Home Run"
"Home Run","Y","David Wright","2012-06-09","Home Run"
"Home Run","N","Mark Teixeira","2012-06-09","Home Run"
"Home Run","N","Curtis Granderson","2012-06-09","Home Run"
"Home Run","N","Curtis Granderson","2012-06-09","Home Run"
"Home Run","N","Miguel Montero","2012-06-09","Home Run"
"Home Run","Y","Jimmy Rollins","2012-06-09","Home Run"
"Home Run","Y","Jim Thome","2012-06-09","Home Run"
"Home Run","Y","Hector Luna","2012-06-09","Home Run"
"Home Run","N","Adam Jones","2012-06-09","Home Run"
"Home Run","Y","Ben Zobrist","2012-06-09","Home Run"
"Home Run","Y","Ben Zobrist","2012-06-09","Home Run"
"Home Run","N","Justin Ruggiano","2012-06-09","Home Run"
"Home Run","Y","Mitchell Moreland","2012-06-09","Home Run"
"Home Run","Y","Mitch Moreland","2012-06-09","Home Run"
"Home Run","Y","Mike Napoli","2012-06-09","Home Run"
"Home Run","N","Dan Uggla","2012-06-09","Home Run"
"Home Run","Y","Jose Bautista","2012-06-09","Home Run"
"Home Run","N","Andrelton Simmons","2012-06-09","Home Run"
"Home Run","Y","Adam LaRoche","2012-06-09","Home Run"
"Home Run","Y","Mark Trumbo","2012-06-10","Home Run"
"Home Run","Y","Torii Hunter","2012-06-10","Home Run"
"Home Run","N","Tyler Colvin","2012-06-10","Home Run"
"Home Run","N","Carlos Gonzalez","2012-06-10","Home Run"
"Home Run","Y","Mark Trumbo","2012-06-10","Home Run"
"Home Run","N","Carlos Beltran","2012-06-10","Home Run"
"Home Run","Y","Jason Kipnis","2012-06-10","Home Run"
"Home Run","N","Zack Cozart","2012-06-10","Home Run"
"Home Run","N","Zachary Cozart","2012-06-10","Home Run"
"Home Run","N","Zach Cozart","2012-06-10","Home Run"
"Home Run","N","Devin Mesoraco","2012-06-10","Home Run"
"Home Run","Y","Austin Jackson","2012-06-10","Home Run"
"Home Run","N","Todd Frazier","2012-06-10","Home Run"
"Home Run","Y","J.D. Martinez","2012-06-10","Home Run"
"Home Run","Y","Justin Maxwell","2012-06-10","Home Run"
"Home Run","Y","Brett Wallace","2012-06-10","Home Run"
"Home Run","N","Adam Dunn","2012-06-10","Home Run"
"Home Run","Y","Jose Altuve","2012-06-10","Home Run"
"Home Run","Y","Jose Altuve","2012-06-10","Home Run"
"Home Run","N","Paul Konerko","2012-06-10","Home Run"
"Home Run","N","Orlando Hudson","2012-06-10","Home Run"
"Home Run","N","Andrew McCutchen","2012-06-10","Home Run"
"Home Run","N","Kyle Seager","2012-06-10","Home Run"
"Home Run","Y","Andre Ethier","2012-06-10","Home Run"
"Home Run","N","Russell Martin","2012-06-10","Home Run"
"Home Run","N","Russell Martin","2012-06-10","Home Run"
"Home Run","N","Russell Martin","2012-06-10","Home Run"
"Home Run","N","Steven Tolleson","2012-06-10","Home Run"
"Home Run","N","Steve Tolleson","2012-06-10","Home Run"
"Home Run","Y","Will Venable","2012-06-10","Home Run"
"Home Run","N","Martin Maldonado","2012-06-10","Home Run"
"Home Run","N","Ryan Braun","2012-06-10","Home Run"
"Home Run","Y","Matthew Joyce","2012-06-10","Home Run"
"Home Run","Y","Matt Joyce","2012-06-10","Home Run"
"Home Run","Y","Elliot Johnson","2012-06-10","Home Run"
"Home Run","Y","Brett Lawrie","2012-06-10","Home Run"
"Home Run","Y","Colby Rasmus","2012-06-10","Home Run"
"Home Run","N","David Ortiz","2012-06-10","Home Run"
"Home Run","Y","Mike Trout","2012-06-11","Home Run"
"Home Run","Y","Raul Ibanez","2012-06-11","Home Run"
"Home Run","N","Colby Rasmus","2012-06-11","Home Run"
"Home Run","Y","Adam LaRoche","2012-06-11","Home Run"
"Home Run","Y","Rick Ankiel","2012-06-11","Home Run"
"Home Run","N","Yan Gomes","2012-06-11","Home Run"
"Home Run","N","Juan Rivera","2012-06-12","Home Run"
"Home Run","N","David Murphy","2012-06-12","Home Run"
"Home Run","Y","Miguel Montero","2012-06-12","Home Run"
"Home Run","N","Logan Morrison","2012-06-12","Home Run"
"Home Run","Y","Adam Dunn","2012-06-12","Home Run"
"Home Run","Y","A.J. Pierzynski","2012-06-12","Home Run"
"Home Run","N","Joey Votto","2012-06-12","Home Run"
"Home Run","N","Madison Bumgarner","2012-06-12","Home Run"
"Home Run","N","Brandon Belt","2012-06-12","Home Run"
"Home Run","N","Alex Gordon","2012-06-12","Home Run"
"Home Run","Y","Alex Rodriguez","2012-06-12","Home Run"
"Home Run","Y","Nick Swisher","2012-06-12","Home Run"
"Home Run","Y","Ike Davis","2012-06-12","Home Run"
"Home Run","N","Tyler Colvin","2012-06-12","Home Run"
"Home Run","Y","Brandon Moss","2012-06-12","Home Run"
"Home Run","Y","Cliff Pennington","2012-06-12","Home Run"
"Home Run","Y","Brandon Moss","2012-06-12","Home Run"
"Home Run","N","Todd Helton","2012-06-12","Home Run"
"Home Run","Y","Brandon Inge","2012-06-12","Home Run"
"Home Run","N","Denard Span","2012-06-12","Home Run"
"Home Run","N","Trevor Plouffe","2012-06-12","Home Run"
"Home Run","N","Josh Willingham","2012-06-12","Home Run"
"Home Run","N","Mark Reynolds","2012-06-12","Home Run"
"Home Run","N","Adam Jones","2012-06-12","Home Run"
"Home Run","Y","Casey McGehee","2012-06-12","Home Run"
"Home Run","N","Chris Davis","2012-06-12","Home Run"
"Home Run","Y","Neil Walker","2012-06-12","Home Run"
"Home Run","N","Michael Saunders","2012-06-12","Home Run"
"Home Run","Y","Bryce Harper","2012-06-12","Home Run"
"Home Run","Y","Danny Espinosa","2012-06-12","Home Run"
